Date_Time, Dallas_Digital, LM35_Analogue
2025-10-24 18:09:52.923655, 18.25, 17.09
2025-10-24 18:10:02.953727, 18.25, 17.58
2025-10-24 18:10:12.988138, 18.31, 16.11
2025-10-24 18:10:23.018370, 18.31, 16.11
2025-10-24 18:10:33.048587, 18.19, 16.11
2025-10-24 18:10:43.689194, 18.19, 16.60
2025-10-24 18:10:53.719458, 18.19, 16.60
2025-10-24 18:11:03.749745, 18.19, 16.60
2025-10-24 18:11:13.783931, 18.19, 16.60
2025-10-24 18:11:23.814240, 18.00, 16.60
2025-10-24 18:11:33.844522, 18.00, 16.60
2025-10-24 18:11:43.874840, 18.06, 16.60
2025-10-24 18:11:53.905151, 18.19, 17.58
2025-10-24 18:12:03.939409, 18.25, 17.09
2025-10-24 18:12:13.969793, 18.19, 16.60
2025-10-24 18:12:24.000001, 18.25, 16.60
2025-10-24 18:12:34.030358, 18.06, 16.60
2025-10-24 18:12:44.060702, 18.19, 16.60
2025-10-24 18:12:54.094927, 18.19, 16.60
2025-10-24 18:13:04.735508, 18.25, 16.60
2025-10-24 18:13:15.376027, 18.25, 17.09
2025-10-24 18:13:26.016440, 18.25, 17.09
2025-10-24 18:13:36.657158, 18.25, 16.11
2025-10-24 18:13:46.687547, 18.25, 16.60
2025-10-24 18:13:56.717898, 18.25, 17.09
2025-10-24 18:14:06.748226, 18.25, 17.58
2025-10-24 18:14:16.782539, 18.25, 16.11
2025-10-24 18:14:26.812927, 18.25, 17.09
2025-10-24 18:14:36.843229, 18.25, 17.58
2025-10-24 18:14:46.873580, 18.25, 17.58
2025-10-24 18:14:56.903949, 18.31, 16.11
2025-10-24 18:15:06.938255, 18.25, 16.11
2025-10-24 18:15:16.968615, 18.31, 16.60
2025-10-24 18:15:26.998977, 18.25, 16.60
2025-10-24 18:15:37.029375, 18.25, 17.09
2025-10-24 18:15:47.063583, 18.31, 17.09
2025-10-24 18:15:57.094071, 18.25, 16.60
2025-10-24 18:16:07.734648, 18.31, 16.60
2025-10-24 18:16:17.765077, 18.31, 17.09
2025-10-24 18:16:27.795215, 18.31, 17.09
2025-10-24 18:16:37.825773, 18.31, 16.60
2025-10-24 18:16:47.860125, 18.31, 17.09
2025-10-24 18:16:57.890479, 18.31, 17.09
2025-10-24 18:17:07.920865, 18.37, 16.60
2025-10-24 18:17:17.951323, 18.31, 17.09
2025-10-24 18:17:27.981658, 18.31, 16.60
2025-10-24 18:17:38.015970, 18.31, 17.58
2025-10-24 18:17:48.046399, 18.31, 16.60
2025-10-24 18:17:58.076821, 18.25, 16.60
2025-10-24 18:18:08.107222, 18.25, 17.58
2025-10-24 18:18:18.141535, 18.25, 17.09
2025-10-24 18:18:28.782212, 18.37, 16.60
2025-10-24 18:18:39.422811, 18.31, 16.60
2025-10-24 18:18:49.453256, 18.31, 16.60
2025-10-24 18:18:59.483574, 18.37, 16.60
2025-10-24 18:19:09.514017, 18.31, 17.09
2025-10-24 18:19:19.544454, 18.31, 17.09
2025-10-24 18:19:29.578831, 18.25, 16.11
2025-10-24 18:19:39.609204, 18.12, 16.60
2025-10-24 18:19:49.639618, 18.06, 16.11
2025-10-24 18:19:59.670032, 18.12, 16.60
2025-10-24 18:20:09.704398, 18.06, 16.60
2025-10-24 18:20:19.734846, 18.00, 17.09
2025-10-24 18:20:29.765230, 18.06, 17.09
2025-10-24 18:20:39.795613, 18.12, 16.11
2025-10-24 18:20:49.826103, 18.19, 17.09
2025-10-24 18:20:59.860468, 18.19, 17.09
2025-10-24 18:21:09.890904, 18.19, 16.60
2025-10-24 18:21:19.921309, 18.19, 17.09
2025-10-24 18:21:29.951742, 18.25, 16.60
2025-10-24 18:21:39.982175, 18.25, 16.11
2025-10-24 18:21:50.016480, 18.19, 16.60
2025-10-24 18:22:00.046842, 18.19, 17.09
2025-10-24 18:22:10.077421, 18.19, 16.60
2025-10-24 18:22:20.107764, 18.19, 16.11
2025-10-24 18:22:30.138084, 18.19, 16.60
2025-10-24 18:22:40.172638, 18.19, 17.09
2025-10-24 18:22:50.203030, 18.19, 16.60
2025-10-24 18:23:00.233485, 18.19, 16.60
2025-10-24 18:23:10.263785, 18.19, 16.60
2025-10-24 18:23:20.298267, 18.25, 16.60
2025-10-24 18:23:30.328728, 18.25, 16.60
2025-10-24 18:23:40.359217, 18.19, 17.09
2025-10-24 18:23:50.389614, 18.25, 16.11
2025-10-24 18:24:00.420096, 18.25, 16.11
2025-10-24 18:24:10.454471, 18.25, 16.60
2025-10-24 18:24:20.484919, 18.25, 16.60
2025-10-24 18:24:30.515356, 18.25, 17.58
2025-10-24 18:24:40.545774, 18.25, 17.58
2025-10-24 18:24:50.576228, 18.25, 17.09
2025-10-24 18:25:00.610613, 18.25, 16.60
2025-10-24 18:25:10.641149, 18.31, 16.60
2025-10-24 18:25:20.671549, 18.31, 16.60
2025-10-24 18:25:30.701998, 18.31, 16.60
2025-10-24 18:25:40.732411, 18.31, 17.09
2025-10-24 18:25:51.377099, 18.31, 17.09
2025-10-24 18:26:02.017782, 18.25, 16.60
2025-10-24 18:26:12.658306, 18.25, 16.60
2025-10-24 18:26:23.299122, 18.31, 17.09
2025-10-24 18:26:33.329582, 18.31, 16.60
2025-10-24 18:26:43.360030, 18.31, 17.09
2025-10-24 18:26:53.390443, 18.25, 17.09
2025-10-24 18:27:03.420886, 18.12, 16.60
2025-10-24 18:27:13.455272, 18.06, 16.60
2025-10-24 18:27:23.485762, 18.12, 16.11
2025-10-24 18:27:33.516417, 18.00, 16.11
2025-10-24 18:27:43.547182, 18.06, 17.09
2025-10-24 18:27:53.581789, 18.19, 16.11
2025-10-24 18:28:03.612450, 18.19, 16.60
2025-10-24 18:28:13.643208, 18.19, 17.09
2025-10-24 18:28:23.673920, 18.19, 17.09
2025-10-24 18:28:33.704606, 18.25, 17.09
2025-10-24 18:28:43.739188, 18.25, 17.09
2025-10-24 18:28:53.769965, 18.19, 17.09
2025-10-24 18:29:03.800595, 18.25, 16.60
2025-10-24 18:29:13.831263, 18.19, 17.09
2025-10-24 18:29:23.861954, 18.19, 17.09
2025-10-24 18:29:33.896565, 18.25, 16.60
2025-10-24 18:29:43.927247, 18.25, 16.60
2025-10-24 18:29:53.957796, 18.19, 17.09
2025-10-24 18:30:03.988582, 18.25, 16.60
2025-10-24 18:30:14.019247, 18.25, 16.60
2025-10-24 18:30:24.053829, 18.25, 16.60
2025-10-24 18:30:34.084494, 18.25, 16.60
2025-10-24 18:30:44.115191, 18.25, 15.63
2025-10-24 18:30:54.145751, 18.25, 17.09
2025-10-24 18:31:04.180375, 18.25, 16.60
2025-10-24 18:31:14.210868, 18.19, 16.11
2025-10-24 18:31:24.241678, 18.12, 16.60
2025-10-24 18:31:34.272317, 18.19, 16.60
2025-10-24 18:31:44.303029, 18.19, 17.09
2025-10-24 18:31:54.337531, 18.25, 17.09
2025-10-24 18:32:04.368298, 18.25, 16.11
2025-10-24 18:32:14.398844, 18.25, 17.09
2025-10-24 18:32:24.429386, 18.25, 17.09
2025-10-24 18:32:34.460086, 18.25, 17.09
2025-10-24 18:32:44.494615, 18.25, 16.60
2025-10-24 18:32:54.525241, 18.25, 17.09
2025-10-24 18:33:04.555877, 18.25, 17.09
2025-10-24 18:33:14.586517, 18.25, 16.60
2025-10-24 18:33:24.621069, 18.19, 17.09
2025-10-24 18:33:34.651653, 18.25, 17.58
2025-10-24 18:33:44.682267, 18.25, 16.60
2025-10-24 18:33:54.712864, 18.19, 17.09
2025-10-24 18:34:04.743466, 18.25, 16.60
2025-10-24 18:34:14.778094, 18.25, 16.11
2025-10-24 18:34:24.808646, 18.25, 16.60
2025-10-24 18:34:34.839247, 18.25, 16.60
2025-10-24 18:34:45.480094, 18.31, 16.60
2025-10-24 18:34:55.510643, 18.31, 16.60
2025-10-24 18:35:05.541285, 18.31, 17.09
2025-10-24 18:35:15.575765, 18.31, 17.09
2025-10-24 18:35:25.606432, 18.31, 17.58
2025-10-24 18:35:35.637002, 18.19, 16.11
2025-10-24 18:35:45.667613, 18.00, 16.60
2025-10-24 18:35:55.697929, 18.06, 16.11
2025-10-24 18:36:05.732717, 18.00, 16.60
2025-10-24 18:36:15.763321, 18.06, 16.60
2025-10-24 18:36:25.793892, 18.06, 16.60
2025-10-24 18:36:35.824489, 18.12, 16.11
2025-10-24 18:36:45.859004, 18.12, 16.60
2025-10-24 18:36:55.889527, 18.12, 16.11
2025-10-24 18:37:05.920130, 18.19, 16.60
2025-10-24 18:37:15.950702, 18.19, 16.60
2025-10-24 18:37:25.981298, 18.19, 17.09
2025-10-24 18:37:36.015831, 18.19, 16.60
2025-10-24 18:37:46.046419, 18.19, 17.09
2025-10-24 18:37:56.076966, 18.12, 16.60
2025-10-24 18:38:06.107478, 18.19, 16.11
2025-10-24 18:38:16.137951, 17.94, 17.09
2025-10-24 18:38:26.172583, 18.00, 16.60
2025-10-24 18:38:36.203197, 18.06, 16.60
2025-10-24 18:38:46.233768, 18.12, 16.11
2025-10-24 18:38:56.264266, 18.12, 16.60
2025-10-24 18:39:06.294831, 18.00, 16.11
2025-10-24 18:39:16.329341, 17.94, 16.11
2025-10-24 18:39:26.359954, 18.00, 17.09
2025-10-24 18:39:36.390462, 18.12, 17.58
2025-10-24 18:39:46.421088, 18.06, 16.11
2025-10-24 18:39:56.451576, 18.00, 16.11
2025-10-24 18:40:06.486124, 18.06, 17.09
2025-10-24 18:40:16.516628, 18.06, 17.09
2025-10-24 18:40:26.547215, 18.00, 16.11
2025-10-24 18:40:37.188078, 18.12, 16.11
2025-10-24 18:40:47.828766, 18.12, 16.60
2025-10-24 18:40:58.469648, 18.12, 16.11
2025-10-24 18:41:08.500137, 18.12, 16.11
2025-10-24 18:41:18.534615, 18.12, 16.11
2025-10-24 18:41:28.565141, 18.12, 17.09
2025-10-24 18:41:38.595674, 18.12, 16.60
2025-10-24 18:41:48.626298, 18.12, 16.60
2025-10-24 18:41:58.656794, 18.12, 16.11
2025-10-24 18:42:08.691320, 18.12, 16.60
2025-10-24 18:42:18.721876, 18.12, 16.60
2025-10-24 18:42:28.752372, 18.12, 16.60
2025-10-24 18:42:38.782927, 18.12, 16.11
2025-10-24 18:42:48.813493, 17.94, 16.60
2025-10-24 18:42:58.847996, 18.00, 16.11
2025-10-24 18:43:08.878593, 18.06, 17.09
2025-10-24 18:43:18.909090, 18.12, 16.60
2025-10-24 18:43:28.939550, 18.12, 16.11
2025-10-24 18:43:38.970194, 18.12, 16.60
2025-10-24 18:43:49.004632, 18.12, 16.11
2025-10-24 18:43:59.035194, 18.12, 17.09
2025-10-24 18:44:09.065733, 18.12, 16.11
2025-10-24 18:44:19.096247, 18.12, 16.11
2025-10-24 18:44:29.126824, 18.19, 16.60
2025-10-24 18:44:39.161226, 18.19, 16.60
2025-10-24 18:44:49.802014, 18.12, 16.60
2025-10-24 18:44:59.832598, 18.12, 16.11
2025-10-24 18:45:09.863167, 18.19, 16.11
2025-10-24 18:45:19.893663, 18.12, 17.09
2025-10-24 18:45:29.924198, 18.06, 16.11
2025-10-24 18:45:39.958626, 18.12, 16.60
2025-10-24 18:45:49.989185, 18.12, 17.09
2025-10-24 18:46:00.019581, 18.12, 17.09
2025-10-24 18:46:10.050267, 18.06, 17.09
2025-10-24 18:46:20.084730, 18.12, 16.11
2025-10-24 18:46:30.115233, 18.12, 17.09
2025-10-24 18:46:40.145770, 18.06, 16.60
2025-10-24 18:46:50.176301, 18.12, 16.60
2025-10-24 18:47:00.206866, 18.12, 17.09
2025-10-24 18:47:10.241344, 18.12, 16.60
2025-10-24 18:47:20.271861, 18.12, 16.60
2025-10-24 18:47:30.302393, 18.19, 16.60
2025-10-24 18:47:40.332925, 18.12, 16.11
2025-10-24 18:47:50.363452, 18.19, 17.09
2025-10-24 18:48:00.397911, 18.12, 16.60
2025-10-24 18:48:10.428518, 18.19, 17.58
2025-10-24 18:48:20.458995, 18.19, 16.60
2025-10-24 18:48:30.489510, 18.12, 17.09
2025-10-24 18:48:40.520024, 18.19, 17.09
2025-10-24 18:48:50.554486, 18.19, 17.09
2025-10-24 18:49:00.585080, 18.12, 16.60
2025-10-24 18:49:10.615579, 18.19, 17.09
2025-10-24 18:49:20.645978, 18.19, 16.11
2025-10-24 18:49:30.676570, 18.25, 17.09
2025-10-24 18:49:40.711102, 18.19, 16.11
2025-10-24 18:49:50.741618, 18.12, 17.09
2025-10-24 18:50:00.772174, 18.19, 16.11
2025-10-24 18:50:10.802639, 18.12, 17.58
2025-10-24 18:50:20.837210, 18.19, 17.09
2025-10-24 18:50:30.867679, 18.19, 16.60
2025-10-24 18:50:40.898194, 18.19, 16.11
2025-10-24 18:50:51.538874, 18.19, 16.60
2025-10-24 18:51:01.569431, 18.19, 16.60
2025-10-24 18:51:11.599972, 18.19, 16.11
2025-10-24 18:51:21.634414, 18.19, 17.09
2025-10-24 18:51:31.664959, 18.19, 17.09
2025-10-24 18:51:41.695480, 18.19, 16.60
2025-10-24 18:51:51.726003, 18.19, 17.09
2025-10-24 18:52:01.756526, 18.19, 16.11
2025-10-24 18:52:12.401202, 18.19, 16.11
2025-10-24 18:52:23.041962, 18.19, 16.60
2025-10-24 18:52:33.682821, 18.19, 16.11
2025-10-24 18:52:44.323525, 18.12, 17.58
2025-10-24 18:52:54.964288, 18.12, 16.11
2025-10-24 18:53:04.994826, 18.12, 16.60
2025-10-24 18:53:15.025343, 18.12, 16.11
2025-10-24 18:53:25.055860, 18.06, 16.11
2025-10-24 18:53:35.086355, 18.06, 16.11
2025-10-24 18:53:45.120803, 17.94, 16.11
2025-10-24 18:53:55.151329, 18.00, 16.60
2025-10-24 18:54:05.181818, 18.00, 16.60
2025-10-24 18:54:15.212342, 18.06, 16.60
2025-10-24 18:54:25.246861, 18.06, 17.09
2025-10-24 18:54:35.277248, 18.12, 16.60
2025-10-24 18:54:45.307895, 18.12, 16.60
2025-10-24 18:54:55.338408, 18.12, 17.09
2025-10-24 18:55:05.368916, 18.12, 16.11
2025-10-24 18:55:15.403351, 18.12, 16.60
2025-10-24 18:55:25.433898, 18.12, 16.60
2025-10-24 18:55:35.464392, 18.12, 16.60
2025-10-24 18:55:45.494923, 18.12, 16.60
2025-10-24 18:55:55.525421, 18.12, 15.63
2025-10-24 18:56:05.559940, 18.06, 17.09
2025-10-24 18:56:15.590448, 18.06, 16.11
2025-10-24 18:56:25.620937, 18.06, 16.60
2025-10-24 18:56:35.651392, 18.12, 16.11
2025-10-24 18:56:45.681940, 18.12, 16.60
2025-10-24 18:56:55.716417, 18.12, 16.11
2025-10-24 18:57:05.746936, 18.12, 17.09
2025-10-24 18:57:15.777535, 18.19, 17.09
2025-10-24 18:57:25.808008, 18.12, 16.60
2025-10-24 18:57:35.838457, 18.12, 16.60
2025-10-24 18:57:45.872966, 18.12, 16.60
2025-10-24 18:57:55.903478, 18.19, 17.09
2025-10-24 18:58:05.933992, 18.12, 16.60
2025-10-24 18:58:15.964519, 18.19, 16.60
2025-10-24 18:58:25.998946, 18.12, 17.09
2025-10-24 18:58:36.029425, 18.12, 17.09
2025-10-24 18:58:46.059993, 18.12, 17.09
2025-10-24 18:58:56.090508, 18.19, 17.09
2025-10-24 18:59:06.121020, 18.12, 16.60
2025-10-24 18:59:16.155458, 18.19, 16.11
2025-10-24 18:59:26.185955, 18.19, 16.11
2025-10-24 18:59:36.216437, 18.06, 16.11
2025-10-24 18:59:46.246991, 18.06, 15.63
2025-10-24 18:59:56.277542, 18.00, 16.60
2025-10-24 19:00:06.311934, 18.00, 16.60
2025-10-24 19:00:16.342532, 18.06, 16.11
2025-10-24 19:00:26.373036, 18.12, 16.11
2025-10-24 19:00:36.403528, 18.12, 16.60
2025-10-24 19:00:46.434079, 18.12, 16.11
2025-10-24 19:00:56.468509, 18.12, 16.60
2025-10-24 19:01:06.499008, 18.12, 17.09
2025-10-24 19:01:16.529560, 18.12, 16.11
2025-10-24 19:01:27.170280, 18.00, 15.63
2025-10-24 19:01:37.200828, 18.00, 16.60
2025-10-24 19:01:47.235334, 18.00, 16.11
2025-10-24 19:01:57.265886, 18.06, 17.09
2025-10-24 19:02:07.296501, 18.06, 16.60
2025-10-24 19:02:17.326863, 18.12, 16.11
2025-10-24 19:02:27.357556, 18.06, 16.11
2025-10-24 19:02:37.392175, 18.06, 16.60
2025-10-24 19:02:48.032979, 18.12, 16.60
2025-10-24 19:02:58.063531, 18.12, 16.60
2025-10-24 19:03:08.094114, 18.06, 17.09
2025-10-24 19:03:18.124493, 18.12, 17.09
2025-10-24 19:03:28.155203, 18.12, 16.60
2025-10-24 19:03:38.189693, 18.12, 16.11
2025-10-24 19:03:48.220305, 18.12, 16.11
2025-10-24 19:03:58.250921, 18.12, 16.11
2025-10-24 19:04:08.891681, 18.12, 17.09
2025-10-24 19:04:19.532487, 18.12, 16.60
2025-10-24 19:04:30.173331, 18.12, 17.09
2025-10-24 19:04:40.814108, 18.12, 16.11
2025-10-24 19:04:50.844626, 18.12, 16.11
2025-10-24 19:05:00.879150, 18.12, 17.58
2025-10-24 19:05:10.909675, 18.12, 16.11
2025-10-24 19:05:20.940240, 18.12, 16.11
2025-10-24 19:05:30.970831, 18.12, 17.09
2025-10-24 19:05:41.001353, 18.19, 16.11
2025-10-24 19:05:51.035879, 18.12, 16.11
2025-10-24 19:06:01.676675, 18.12, 16.60
2025-10-24 19:06:12.317459, 18.12, 16.11
2025-10-24 19:06:22.958237, 18.19, 16.11
2025-10-24 19:06:32.988804, 18.19, 16.60
2025-10-24 19:06:43.019359, 18.19, 16.11
2025-10-24 19:06:53.049893, 18.12, 16.11
2025-10-24 19:07:03.080395, 18.12, 16.60
2025-10-24 19:07:13.114944, 18.12, 16.60
2025-10-24 19:07:23.145493, 18.12, 17.09
2025-10-24 19:07:33.176019, 18.12, 16.60
2025-10-24 19:07:43.206582, 18.19, 16.60
2025-10-24 19:07:53.237079, 18.12, 17.09
2025-10-24 19:08:03.271609, 18.12, 16.11
2025-10-24 19:08:13.302179, 18.12, 16.60
2025-10-24 19:08:23.332708, 18.12, 16.11
2025-10-24 19:08:33.363241, 18.12, 16.11
2025-10-24 19:08:43.397693, 18.12, 16.60
2025-10-24 19:08:54.038499, 18.12, 16.11
2025-10-24 19:09:04.679280, 18.12, 16.60
2025-10-24 19:09:15.320135, 18.19, 16.11
2025-10-24 19:09:25.960839, 18.19, 16.11
2025-10-24 19:09:35.991406, 18.19, 17.58
2025-10-24 19:09:46.021942, 18.19, 16.60
2025-10-24 19:09:56.052690, 18.19, 16.11
2025-10-24 19:10:06.082997, 18.12, 17.09
2025-10-24 19:10:16.117486, 18.19, 17.09
2025-10-24 19:10:26.147967, 18.19, 16.11
2025-10-24 19:10:36.178571, 18.19, 17.09
2025-10-24 19:10:46.209168, 18.19, 16.60
2025-10-24 19:10:56.243600, 18.19, 16.11
2025-10-24 19:11:06.274125, 18.19, 17.09
2025-10-24 19:11:16.304656, 18.19, 17.09
2025-10-24 19:11:26.335235, 18.19, 17.09
2025-10-24 19:11:36.365772, 18.19, 16.11
2025-10-24 19:11:46.400245, 18.19, 16.60
2025-10-24 19:11:56.430804, 18.19, 16.60
2025-10-24 19:12:06.461324, 18.19, 17.09
2025-10-24 19:12:16.491813, 18.19, 16.11
2025-10-24 19:12:26.522378, 18.12, 16.11
2025-10-24 19:12:36.556798, 18.12, 17.58
2025-10-24 19:12:46.587377, 18.12, 16.60
2025-10-24 19:12:56.617944, 18.19, 16.60
2025-10-24 19:13:06.648395, 18.12, 16.60
2025-10-24 19:13:17.289236, 18.12, 17.58
2025-10-24 19:13:27.930040, 17.94, 16.11
2025-10-24 19:13:37.964468, 17.94, 16.60
2025-10-24 19:13:47.994951, 18.00, 16.11
2025-10-24 19:13:58.025549, 18.06, 16.60
2025-10-24 19:14:08.055966, 18.12, 17.09
2025-10-24 19:14:18.086607, 18.12, 16.11
2025-10-24 19:14:28.121112, 18.19, 16.11
2025-10-24 19:14:38.151558, 18.00, 16.60
2025-10-24 19:14:48.182150, 18.00, 16.11
2025-10-24 19:14:58.212646, 18.06, 16.11
2025-10-24 19:15:08.243217, 18.06, 17.09
2025-10-24 19:15:18.277645, 17.94, 16.60
2025-10-24 19:15:28.308201, 18.00, 16.11
2025-10-24 19:15:38.338750, 17.81, 16.60
2025-10-24 19:15:48.369244, 17.94, 17.09
2025-10-24 19:15:59.010029, 18.06, 16.11
2025-10-24 19:16:09.040467, 18.06, 16.60
2025-10-24 19:16:19.075002, 18.06, 16.60
2025-10-24 19:16:29.105519, 18.06, 16.11
2025-10-24 19:16:39.135960, 18.12, 16.60
2025-10-24 19:16:49.166455, 18.12, 17.09
2025-10-24 19:16:59.197170, 18.12, 17.58
2025-10-24 19:17:09.231599, 18.12, 16.60
2025-10-24 19:17:19.872352, 18.06, 16.11
2025-10-24 19:17:30.513080, 18.06, 16.11
2025-10-24 19:17:41.153894, 18.06, 17.09
2025-10-24 19:17:51.794569, 18.06, 17.09
2025-10-24 19:18:02.435430, 18.06, 16.60
2025-10-24 19:18:13.076219, 18.06, 17.09
2025-10-24 19:18:23.716831, 18.12, 16.11
2025-10-24 19:18:33.747424, 18.12, 16.60
2025-10-24 19:18:43.777937, 18.12, 16.60
2025-10-24 19:18:53.808456, 17.94, 16.60
2025-10-24 19:19:03.842998, 17.87, 16.60
2025-10-24 19:19:13.873501, 17.94, 16.60
2025-10-24 19:19:23.904000, 18.00, 17.09
2025-10-24 19:19:33.934333, 18.00, 15.63
2025-10-24 19:19:44.575257, 18.06, 16.11
2025-10-24 19:19:55.216122, 18.06, 17.09
2025-10-24 19:20:05.856879, 18.12, 16.11
2025-10-24 19:20:16.497631, 18.06, 17.09
2025-10-24 19:20:27.138238, 18.06, 16.11
2025-10-24 19:20:37.172819, 18.06, 16.11
2025-10-24 19:20:47.203330, 18.00, 16.11
2025-10-24 19:20:57.233901, 18.00, 17.09
2025-10-24 19:21:07.264344, 18.00, 17.09
2025-10-24 19:21:17.294771, 18.06, 17.58
2025-10-24 19:21:27.329379, 18.12, 16.60
2025-10-24 19:21:37.359863, 18.06, 16.60
2025-10-24 19:21:48.000652, 18.12, 17.58
2025-10-24 19:21:58.641425, 18.12, 17.09
2025-10-24 19:22:09.282238, 18.12, 17.09
2025-10-24 19:22:19.922943, 18.12, 16.60
2025-10-24 19:22:30.563657, 18.12, 17.09
2025-10-24 19:22:41.204381, 18.06, 17.09
2025-10-24 19:22:51.845211, 18.06, 16.11
2025-10-24 19:23:01.875752, 18.06, 16.60
2025-10-24 19:23:11.906277, 18.12, 17.09
2025-10-24 19:23:21.940765, 18.06, 17.09
2025-10-24 19:23:31.971194, 18.06, 17.09
2025-10-24 19:23:42.001766, 18.00, 17.09
2025-10-24 19:23:52.032308, 18.00, 17.09
2025-10-24 19:24:02.062835, 18.06, 17.09
2025-10-24 19:24:12.097291, 18.06, 16.11
2025-10-24 19:24:22.127770, 18.06, 16.60
2025-10-24 19:24:32.158303, 18.06, 16.60
2025-10-24 19:24:42.188804, 18.12, 16.60
2025-10-24 19:24:52.219303, 18.06, 16.11
2025-10-24 19:25:02.253851, 18.06, 17.09
2025-10-24 19:25:12.284361, 18.00, 16.60
2025-10-24 19:25:22.925113, 18.06, 17.09
2025-10-24 19:25:33.565902, 18.12, 16.11
2025-10-24 19:25:44.206446, 18.12, 16.11
2025-10-24 19:25:54.237194, 18.12, 16.11
2025-10-24 19:26:04.267672, 18.12, 16.11
2025-10-24 19:26:14.298195, 18.12, 16.60
2025-10-24 19:26:24.332662, 18.12, 16.11
2025-10-24 19:26:34.363198, 18.12, 16.60
2025-10-24 19:26:44.393661, 18.12, 17.58
2025-10-24 19:26:54.424205, 18.19, 16.11
2025-10-24 19:27:04.458709, 18.19, 16.60
2025-10-24 19:27:14.489201, 18.19, 16.60
2025-10-24 19:27:24.519737, 18.12, 16.60
2025-10-24 19:27:34.550264, 18.12, 16.11
2025-10-24 19:27:44.580793, 18.19, 16.11
2025-10-24 19:27:54.615247, 18.12, 16.60
2025-10-24 19:28:04.645789, 18.12, 17.09
2025-10-24 19:28:14.676249, 18.12, 16.60
2025-10-24 19:28:25.317133, 18.12, 17.09
2025-10-24 19:28:35.957791, 18.06, 16.60
2025-10-24 19:28:46.598554, 18.12, 16.60
2025-10-24 19:28:57.239350, 18.12, 17.09
2025-10-24 19:29:07.880122, 18.12, 16.60
2025-10-24 19:29:18.520842, 18.19, 16.60
2025-10-24 19:29:29.161510, 18.19, 16.11
2025-10-24 19:29:39.192151, 18.19, 16.60
2025-10-24 19:29:49.226559, 18.12, 16.60
2025-10-24 19:29:59.257123, 18.19, 17.09
2025-10-24 19:30:09.287566, 18.19, 16.60
2025-10-24 19:30:19.318139, 18.19, 15.63
2025-10-24 19:30:29.348663, 18.19, 16.60
2025-10-24 19:30:39.383137, 18.12, 17.09
2025-10-24 19:30:49.413630, 18.19, 16.11
2025-10-24 19:30:59.444172, 18.06, 16.11
2025-10-24 19:31:09.474662, 18.12, 16.60
2025-10-24 19:31:19.509165, 18.12, 16.60
2025-10-24 19:31:29.539609, 18.12, 16.60
2025-10-24 19:31:39.570186, 18.12, 16.11
2025-10-24 19:31:49.600711, 18.12, 16.60
2025-10-24 19:31:59.631219, 18.12, 16.11
2025-10-24 19:32:09.665645, 18.12, 17.58
2025-10-24 19:32:19.696232, 18.12, 16.60
2025-10-24 19:32:29.726727, 18.19, 16.60
2025-10-24 19:32:39.757224, 18.12, 16.11
2025-10-24 19:32:49.787616, 18.12, 16.11
2025-10-24 19:32:59.822188, 18.19, 16.11
2025-10-24 19:33:09.852764, 18.06, 16.60
2025-10-24 19:33:20.493501, 18.06, 16.60
2025-10-24 19:33:31.134183, 18.06, 16.60
2025-10-24 19:33:41.775011, 18.12, 16.11
2025-10-24 19:33:52.415759, 18.12, 16.11
2025-10-24 19:34:03.056506, 18.12, 16.60
2025-10-24 19:34:13.697291, 18.06, 16.60
2025-10-24 19:34:24.338021, 18.06, 16.11
2025-10-24 19:34:34.978770, 18.12, 17.58
2025-10-24 19:34:45.009267, 18.12, 17.09
2025-10-24 19:34:55.039805, 18.12, 17.09
2025-10-24 19:35:05.074271, 18.12, 16.60
2025-10-24 19:35:15.104791, 18.12, 16.11
2025-10-24 19:35:25.135239, 18.06, 16.60
2025-10-24 19:35:35.165895, 18.00, 16.60
2025-10-24 19:35:45.196331, 18.00, 16.11
2025-10-24 19:35:55.841109, 18.06, 16.60
2025-10-24 19:36:06.481801, 18.12, 16.60
2025-10-24 19:36:17.122461, 18.19, 16.60
2025-10-24 19:36:27.763284, 18.19, 17.09
2025-10-24 19:36:38.404089, 18.19, 16.60
2025-10-24 19:36:49.044818, 18.19, 17.09
2025-10-24 19:36:59.685601, 18.12, 16.60
2025-10-24 19:37:10.326403, 18.12, 17.09
2025-10-24 19:37:20.967113, 18.12, 16.60
2025-10-24 19:37:31.607840, 18.12, 16.60
2025-10-24 19:37:41.638396, 18.12, 17.09
2025-10-24 19:37:51.668884, 18.19, 16.60
2025-10-24 19:38:01.699439, 18.19, 16.60
2025-10-24 19:38:11.733900, 18.19, 16.60
2025-10-24 19:38:21.764360, 18.12, 16.60
2025-10-24 19:38:31.794951, 18.12, 16.60
2025-10-24 19:38:41.825414, 18.12, 17.09
2025-10-24 19:38:51.855939, 18.12, 17.09
2025-10-24 19:39:01.890435, 18.19, 16.60
2025-10-24 19:39:11.920974, 18.12, 16.60
2025-10-24 19:39:21.951479, 18.12, 16.60
2025-10-24 19:39:31.981975, 18.19, 16.60
2025-10-24 19:39:42.012492, 18.19, 17.09
2025-10-24 19:39:52.046849, 18.19, 16.11
2025-10-24 19:40:02.077470, 18.19, 16.11
2025-10-24 19:40:12.108020, 18.06, 16.60
2025-10-24 19:40:22.138350, 18.12, 17.09
